89999 79999
1 930440583 86444674
1 75995727 300392302
1 105208312 295531812
1 882101988 53992006
1 100185611 192384829
1 887554943 507493517
1 860456519 330814513
1 6836878 883753833
1 286410053 975886422
1 228349415 108319294
1 50453610 510761283
1 934124844 730793538
1 548346771 4829498
1 655912463 680184168
1 283223109 307031211
1 136070421 658460270
1 65048901 681362
1 133677574 37048612
1 637642792 711985192
1 51265793 276219082
1 499036773 387402276
1 395509302 655929827
1 640411061 993642041
1 599580237 151771535
1 343939655 715287508
1 786542264 299478694
1 10230851 151220997
1 1123328 345399451
1 740329186 985356962
1 672054813 608742518
1 94331478 379197838
1 48011111 616374952
1 139100953 845982644
1 716414161 624973776
1 306065028 811591031
1 203091536 7930469
1 61639013 672752215
1 15077013 789265723
1 989210278 986230919
1 775600444 83903596
1 241812597 898236233
1 992214652 941137209
1 741808459 77694509
1 856992080 86046709
1 980033434 15331326
1 835042082 539617607
1 312229725 135417032
1 327544617 41790658
1 850129656 713403479
1 770527230 717741778
1 170144484 317608431
1 401292513 70109342
1 663983689 41809789
1 975225940 27179676
1 302779850 77674138
1 662385014 149704250
1 977041295 118575034
1 506160707 653255360
1 623272849 69026724
1 898507170 897979064
1 884268123 100484599
1 389221745 414679453
1 77391151 485468422
1 259283268 322544091
1 970564631 141454252
1 541589463 103903586
1 895333105 238559784
1 10257358 389702724
1 55473242 123854074
1 192513913 470963409
1 557039210 276785197
1 604850553 328637951
1 374611876 827230575
1 564929579 746230866
1 197865255 9633807
1 41206048 498787911
1 214381513 425507903
1 854820751 306763627
1 101001947 466115608
1 204713440 349983586
1 694050212 563721158
1 542936144 469756105
1 39618832 153778854
1 683653336 124106702
1 468128475 602680364
1 388790226 752074208
1 110997437 956591572
1 153787895 83302502
1 313971057 544234320
1 469738114 531574204
1 367843495 887684399
1 195766341 92924561
1 775844976 105807048
1 137176577 276776408
1 420983024 296046081
1 467145007 898897795
1 548484486 24438209
1 57376132 686450177
1 206654951 768704258
1 790043163 157029718
1 979188319 843869050
1 993514418 311467901
1 972036207 897406898
1 225152820 70238304
1 631904683 115372766
1 277248832 474584012
1 486598031 635379241
1 132931796 240176001
1 11356556 329549265
1 171393042 620264845
1 970166114 531524905
1 744546675 208755656
1 542488065 528826940
1 303407502 243708136
1 655197665 758497486
1 640158771 48371305
1 315257971 491540026
1 33754349 959617991
1 304287807 6608742
1 962620469 767909632
1 353513834 212735367
1 363662250 125954966
1 667422159 850116610
1 473888728 423983351
1 429642095 154669451
1 333639044 184588769
1 145674139 6875171
1 996327175 133813144
1 585351389 378208016
1 895487669 688833285
1 828491047 958038359
1 501453229 991567553
1 845371367 197735195
1 711942169 980636946
1 129178060 575644459
1 79233102 230884174
1 213804855 471035132
1 168597439 879205458
1 884517779 208507119
1 834362240 57952770
1 392065317 961953823
1 372122061 783099163
1 713229830 793013834
1 484538271 169709851
1 223663137 802939887
1 913558435 461519573
1 754920516 408704514
1 973223861 383471206
1 545101056 348210090
1 102505515 528305711
1 478204931 99446821
1 340466052 316500356
1 971241676 428626263
1 542445801 611474470
1 929819841 243568468
1 164235853 588473554
1 754653787 220757505
1 143602671 905955916
1 50167509 144712717
1 140397931 169455420
1 598798967 905868527
1 837707749 451347711
1 263624526 271623299
1 218562599 184565023
1 79840966 857319834
1 801293592 264428985
1 42275688 296358215
1 520385011 557469293
1 937289902 31810747
1 258198526 271154473
1 339054604 9592515
1 56911197 669243642
1 161194306 8800653
1 537959079 365065461
1 881695712 22667284
1 167671092 342476958
1 478513039 835367036
1 436267160 832987262
1 136557491 47689750
1 805879326 234470453
1 659030369 395739135
1 72861065 303219243
1 481401835 142721174
1 794197785 116801321
1 894512740 690092180
1 247523231 447119178
1 525809973 185987384
1 552032037 873090819
1 385184486 279944144
1 392768269 684544783
1 376029585 677840552
1 983894486 483522880
1 633464374 559295639
1 891946658 511624946
1 930315307 773909520
1 38822618 449690616
1 98903108 698150534
1 379023611 813333075
1 522952324 402120875
1 995776645 678011444
1 459245681 278911827
1 48088819 213403170
1 71334070 54312973
1 721338701 994360392
1 247369606 805606028
1 81436127 749903350
1 104857481 841566136
1 226840908 731667331
1 808213825 815689500
1 377836676 984847931
1 76133273 464644277
1 9232813 350044085
1 796723801 769362940
1 181308771 770197682
1 123721765 420512637
1 645096383 637459025
1 694851739 357104987
1 268165163 631203135
1 837730371 831555665
1 915597761 376733303
1 851454192 707064983
1 172811623 47057017
1 163126325 475010703
1 773344732 33879080
1 839003871 760433695
1 579466453 254336426
1 976282124 244089919
1 114470775 912451360
1 773370853 118389658
1 615650531 455241849
1 66210183 398016535
1 413703757 359973491
1 710071207 393128248
1 733761576 479706758
1 102682704 358837587
1 373911133 580239787
1 682487801 862312780
1 650952615 71881065
1 258012341 436910472
1 529640353 345696056
1 237071126 665228075
1 587854876 297619663
1 384258983 757400752
1 408858355 527680663
1 551773378 820776300
1 133856647 313287720
1 899195513 729541630
1 98924110 258152570
1 439031848 54458244
1 65709304 8151279
1 451396424 707456964
1 846550572 896302229
1 525679057 133165819
1 924920056 644744206
1 972524236 509775713
1 890412158 136582141
1 561216445 409592069
1 19513747 988504994
1 29146786 36739364
1 764185542 359690265
1 878466918 236396279
1 735383814 620351991
1 953169907 491598907
1 890597539 104796961
1 282545733 452769592
1 746613002 370753771
1 271107386 689021215
1 606281777 760899602
1 387479548 991324110
1 944673294 570428565
1 883228432 806267138
1 275322914 672439960
1 302033749 777361582
1 487304401 769921596
1 985697967 729856989
1 294328647 126731088
1 317104307 665159542
1 129209217 513343002
1 89878557 907903658
1 43829409 53986142
1 522700959 472396614
1 571702651 557597257
1 7822987 484440042
1 315682821 42059388
1 864392106 904232165
1 44418479 803024553
1 130166466 214936347
1 451596006 559842922
1 740864889 398982695
1 753478472 1612545
1 294033535 254729576
1 311069033 162040833
1 943177257 48854823
1 767823942 587758371
1 180325287 627672692
1 253157289 442430094
1 248891998 977149677
1 731337508 540585175
1 785233173 126927796
1 466502121 831331028
1 369889704 564075641
1 349135095 988218061
1 33814190 817882031
1 686723448 183871558
1 397121580 43220184
1 872953527 121651985
1 64694314 690610016
1 91985473 397576027
1 759122550 372351023
1 100808564 510894821
1 871113415 52639237
1 727701957 360400212
1 881140790 79006396
1 550846846 73917083
1 604129648 97289498
1 115929651 454955106
1 54083722 392511551
1 821090016 329983290
1 195002226 342367060
1 729752305 460860696
1 582966856 896529756
1 541034381 719080069
1 662357134 474103668
1 802344423 745876426
1 960647293 816995305
1 736697460 430985265
1 339090493 465295291
1 883841748 583872337
1 647036988 686447486
1 115007413 780265147
1 599335670 129279838
1 490397942 75974008
1 80248548 703573076
1 767274526 91141894
1 924000793 227076494
1 939674237 303139799
1 721831429 478683878
1 449722140 130548118
1 477410912 639271370
1 378425020 490232373
1 351675987 743316965
1 999420242 786404107
1 71565975 804456661
1 122021250 550223021
1 667775400 551608578
1 581790238 655485275
1 502328774 881488261
1 270810637 996528066
1 340517675 829623048
1 560172292 40381774
1 808363227 179205267
1 262616839 515297066
1 948048306 666701849
1 528118123 324358788
1 463476637 521628968
1 772293956 346334602
1 390903773 560215216
1 159538858 102973528
1 852016030 412458014
1 854315828 203435932
1 432993968 300519071
1 920235068 6540760
1 529014425 563142395
1 102961620 751611505
1 115583104 280012040
1 155823016 927842797
1 869977934 650467962
1 263366003 428615954
1 185482028 43167730
1 553406781 149071688
1 552879156 78234323
1 727216884 797712889
1 291029842 518290275
1 144135507 916890911
1 862241945 480719659
1 421198491 769916303
1 492823322 830124953
1 429646697 232015265
1 968634371 557324068
1 394431707 79164907
1 110964652 967100568
1 345870389 598374072
1 960866681 2260705
1 598096613 986306731
1 82249748 978003124
1 563511427 326648897
1 189601086 552698832
1 869580861 64807923
1 815853397 157935862
1 212881304 188320426
1 640420030 351405446
1 232578589 528107783
1 453870504 132625162
1 298745162 986149626
1 250373694 903189163
1 973674663 517649479
1 383599286 200270086
1 616001230 114010423
1 861195661 868672225
1 210244744 972813093
1 138020903 227956539
1 163203722 628338435
1 29884506 343676100
1 375457146 1297936
1 661631859 169308625
1 406361935 727044085
1 768392975 207056345
1 379346654 593244413
1 963467958 772250304
1 51999101 70529825
1 998487714 145791540
1 814091512 610705725
1 893428329 644265679
1 842275617 61577542
1 62240155 831706152
1 637048823 319082797
1 755731538 361670808
1 565728790 293668261
1 380738122 357326972
1 161305675 733095789
1 557560319 90624503
1 452114985 692388387
1 225831188 941172467
1 224982915 362128616
1 369337125 221320045
1 717715366 226511163
1 796192868 642928019
1 190838868 28748083
1 154291022 949423403
1 256587573 113154813
1 67897550 278779802
1 146906232 239825752
1 56970492 311309638
1 758783319 113346547
1 492228329 774517259
1 273949802 69383046
1 870752130 777478252
1 590558369 638069927
1 886030841 661714967
1 608971566 78048160
1 719501386 179378245
1 263371006 305679953
1 86958606 224411082
1 82892143 244339076
1 318522737 527887366
1 100289142 577925277
1 392872209 283980716
1 553949119 881233288
1 163184093 91412410
1 780400912 515495755
1 187682522 519648389
1 505857708 855718461
1 359817278 928019972
1 8379010 32562593
1 601504468 73045825
1 159480711 125696899
1 459735891 134958131
1 93792801 122609509
1 329678140 185668298
1 838361507 701640182
1 315652859 685971701
1 905189313 742628243
1 67011135 767693495
1 960704931 785717171
1 981294537 735852977
1 132760889 662709346
1 498536631 216945201
1 906567372 74324317
1 873162065 479066504
1 972392504 650261058
1 611936495 517485982
1 3678751 344720872
1 63701941 191666181
1 403926018 381754937
1 362667077 786972953
1 215724690 525447272
1 188778608 968718037
1 978626744 995412613
1 867217306 349749753
1 961165221 724855191
1 484767067 720116929
1 96871885 333166769
1 883483188 792983936
1 252690837 399727340
1 659530074 558851551
1 133324604 961175607
1 777271432 457932923
1 738076326 776244588
1 658825664 457250916
1 251420306 520749293
1 690424251 106241816
1 348876337 727218227
1 472749668 961659823
1 443960009 277681585
1 379017042 495906470
1 714793514 511068480
1 963983921 61127279
1 468229726 156922274
1 94917814 289307333
1 760044719 631838455
1 99512555 203708028
1 231136095 699409820
1 564248640 832085906
1 332175461 208469405
1 921747057 3241188
1 119155454 629429883
1 290706209 166936316
1 955444697 69288791
1 668413141 532703330
1 642178971 642134353
1 40161893 484049071
1 634067475 958195911
1 590783249 122660793
1 865665194 33207133
1 772524293 922641267
1 96909906 765164294
1 23044724 204093317
1 58670932 180338729
1 443916706 342866642
1 846666429 489005759
1 153107963 600125035
1 531671722 920155065
1 144974018 770338337
1 84916713 704527292
1 452073941 2561879
1 86579387 293328290
1 309070536 578535037
1 279827520 71941710
1 877541499 69769744
1 196295958 611284314
1 267386244 70308315
1 522210035 18392956
1 609870948 954554483
1 764425972 460135050
1 862537152 940274992
1 797829448 24619246
1 660906851 76022473
1 194905225 859554900
1 716444450 341062421
1 24550217 91615473
1 763677229 406408262
1 860984417 613261611
1 15507131 782829430
1 536686873 457935689
1 688014716 56871295
1 758357027 391107844
1 557360536 27838916
1 241481005 620136783
1 679415227 554147668
1 495893870 897217661
1 311951767 758744220
1 306482152 25238089
1 867627147 795496499
1 48897948 927532391
1 307696686 317579626
1 209836387 344986513
1 5175240 80912800
1 906185134 92501192
1 728968878 385726411
1 41433 134837940
1 827599312 210055165
1 701124508 349813445
1 64177127 26656204
1 245785990 314080749
1 354281576 585778348
1 818715580 225026731
1 314246037 663834464
1 495919601 536700000
1 925084490 906397728
1 685286128 649154435
1 166570629 26864493
1 123448092 908836398
1 546378403 134723227
1 932557522 158616448
1 881650484 55498866
1 475152692 547094898
1 998227922 867413268
1 765063462 82506176
1 930997511 502293913
1 981318891 352192077
1 739735971 752610692
1 936480457 312370514
1 365520828 150820707
1 440166609 946517195
1 886782353 614496691
1 192786914 409818853
1 994262142 993563287
1 326919764 277304522
1 308127261 904781288
2 116715813 783077958
1 464913432 47522416
1 662564441 810828770
1 240110813 420661378
1 471107173 126050122
1 521959340 99929385
1 587136835 321427880
1 821943056 782124688
1 406280179 145949571
1 610148878 330756699
1 595926627 668068959
1 416542280 29410740
1 475866179 446747603
1 503340734 502609383
1 466705009 93785997
1 912364487 869672007
1 760154303 533154518
1 77858980 758335837
1 435972167 962985783
1 952352674 788749405
1 592930265 54841775
1 985373184 566196402
1 802512464 629679288
1 989106736 38979103
1 291179236 881671586
1 932616968 10241723
1 267434096 874556879
1 7278652 718714863
1 826005426 338900574
1 102167986 297906749
1 103562547 552446868
1 178970699 483432293
1 463220863 517802644
1 352076262 821266527
1 247185833 11900511
1 388793118 800680052
1 415756211 850334586
1 647637968 49700111
1 441841665 827390907
1 796473500 857521327
1 680060261 657815871
1 760886375 745165318
1 569207323 420808854
1 903144191 522979719
1 340375230 583033580
1 130417711 142643768
1 578673117 598618734
1 454026118 807567435
1 378709117 970083358
1 792381813 15036044
1 243416344 142146073
1 76572917 618311466
1 334013700 38981220
1 290827503 58040927
1 649667962 162575986
1 603742083 25935484
1 736476768 16782115
1 232219109 721756942
1 870075505 935838690
1 40594277 161192371
1 33436490 912329072
1 407135972 851382062
1 644777727 576774927
1 330747217 180797683
1 1576862 525494448
1 105095797 906480923
1 607524726 176306975
1 128959012 396093439
1 15561490 696441143
1 428688202 947953907
1 404699123 697450212
1 486324262 329110952
1 459798726 984004554
1 501368156 561745642
1 532023845 750340454
1 753775629 493941528
1 447411164 299185201
1 563099340 843153629
1 909553360 74722174
1 366605007 192747984
1 347719159 605880404
1 783003064 152707832
1 973708218 288629786
1 687582097 375778350
1 288310023 903448929
1 763024890 179964924
1 99456440 822109714
1 838744815 701446797
1 381153733 107071530
1 492428026 983341091
1 523114559 188342295
1 928671639 66068855
1 418797562 426713315
1 652498124 129963417
1 884136133 236633738
1 373822060 83189876
1 611913160 125294637
1 895889200 201935283
1 325105991 650971347
1 584381410 255640139
1 262372089 696751110
1 83455854 335716687
1 967938853 959676346
1 903005313 336340820
1 435002375 843560815
1 959606518 297537634
1 878057056 144801655
1 512907240 225602200
1 141169506 459435985
1 558940394 17729980
1 65557370 956585257
1 881501117 692571344
1 548550262 129935441
1 403838233 53836089
1 763797929 642034584
1 502391157 929959342
1 113645957 934637116
1 51164478 366396455
1 588833882 926409398
1 274796681 417976517
1 471307115 131970247
1 454747953 847524976
1 587269704 200052094
1 217615300 295696259
1 870606034 115021358
1 44116357 581753884
1 311505623 57358022
1 358239497 180058469
1 607831457 36567598
1 218602479 854828183
1 240017155 787013597
1 999615348 563561933
1 626364051 335767563
1 218141253 338432320
1 44676058 837187512
1 266071417 594331043
1 70619341 926764552
1 643326775 960428427
1 215965230 480257180
1 423214171 494733133
1 77221123 775291473
1 126735902 539505668
1 557103178 204411726
1 662642472 181833562
1 193299290 431387697
1 64194952 680746048
1 254748753 272878131
1 684445724 202364867
1 6584214 139218701
1 302518273 330821862
1 300755130 762448519
1 944458618 109852680
1 178536954 428909597
1 816605924 920755269
1 85394164 493616730
1 142820890 89938040
1 136097374 904437919
1 119342334 829859818
1 994175854 336299449
1 450035806 107365286
1 831000354 536793237
1 490392212 127153545
1 752038121 563437052
1 548662951 876415817
1 132856127 677417256
1 390322259 376644006
1 2061901 87610333
2 212195438 191367377
1 59438346 193363945
1 664521214 338574229
1 440100686 838549334
1 381444338 489281049
1 234063656 865308735
1 442440520 509433726
1 431809043 860321066
1 553572288 990285612
1 69753975 976470210
1 619759497 795156707
1 308139569 111641844
1 95897197 924433307
1 356820543 101502355
1 190468158 93192407
1 190090362 540531045
1 483571443 307122253
1 131017054 271361912
1 483439873 36287488
1 419025968 970565663
1 199854267 79220139
1 7774801 822061587
1 31368866 83037347
1 216515364 136424730
1 806154405 562755912
1 994948539 437914362
1 231809096 273119392
1 859404332 826576780
1 798220813 366861282
1 266255931 400490547
1 556124123 722282095
1 719146136 651142436
1 712818319 319199398
1 695546148 83597393
1 979440433 993203176
1 35401868 732182413
1 572331216 591492399
1 863919504 551144939
1 784962233 868206510
1 97871929 546994257
1 795212299 135352590
1 276424178 647009763
1 591031400 352872425
1 911352463 247475237
1 941353962 824011885
1 624745465 842458650
1 215999905 856018483
1 14291065 819244638
1 661798357 820156864
1 70521807 434994261
1 193439752 999153953
1 290527314 662236767
1 506304274 918702282
1 600276680 119470801
1 424267302 14836674
1 911665789 71094378
1 497215863 848138964
1 778670055 342269567
1 700590676 967633609
1 419163193 922401169
1 490562222 482522899
1 13002250 632967403
1 645341107 455567999
1 172731586 849358805
1 487753243 516653080
1 124681343 368270907
1 168784463 727550532
1 592711079 311444898
1 24468471 72215520
1 961887001 970909769
1 75572500 777150701
1 873204165 39157557
1 938171087 16522935
1 2229649 759467322
1 816900145 570760322
1 985539492 420872733
1 834489321 46319490
1 563756349 355107079
1 558301318 807176461
1 997151671 165753309
1 381413460 970314503
1 133561366 438445825
1 395721071 127185538
1 756598474 899878631
1 544127651 961040009
1 524232586 799152908
1 106655774 562232020
1 24845012 751267744
1 57061661 50608443
1 18467101 577394848
1 410555225 336708764
1 139542114 232167474
1 18782014 136696836
1 589012539 427108881
1 80276190 375173592
1 298310484 122967421
1 228381115 641101194
1 381971119 959976150
1 947453417 258337014
1 895651373 499744188
1 580011461 824351294
1 859112991 224975887
1 205869853 251442632
1 720869603 345659825
1 783386209 942753484
1 106566440 60795482
1 496879777 641992503
1 130907780 582277441
1 449128367 888423542
1 393711209 500151834
1 264729528 870544159
1 642052664 21281320
1 102863202 97500179
1 909591392 359420929
1 27964523 848303015
1 883572305 350311130
1 434077673 541501252
1 71967976 118436527
1 178822838 145816113
1 263754438 514592058
1 226258695 683831675
1 289701457 666960050
1 625334947 12464389
1 650219939 849718837
1 86046585 721438242
1 670185092 42091307
1 215478348 680144572
1 635580928 417975296
1 166411606 856153648
1 362114973 97695613
1 815291029 296151474
1 815264503 997812639
1 414164926 668389933
1 174985630 871349245
1 139635425 445940382
1 56559001 44852764
1 791707285 415662183
1 357727819 524725980
1 4936966 809682485
1 376158344 48914487
1 534312950 214117474
1 3090940 995778208
1 224738395 901953339
1 780759866 105984692
1 227377648 162721923
1 98067584 540400548
1 707839928 399244094
1 115926211 604160448
1 29000489 79914401
1 792415516 226977296
1 19102827 879128564
1 29810578 101168204
1 684865469 814568141
1 200509432 353160059
1 353339084 777700833
1 880292008 52934273
1 709856662 289259149
1 724001589 445340999
1 260047925 496253830
1 334523913 231217945
1 138100946 780260662
1 713195635 218298469
1 647763222 7360442
1 559282186 319777183
1 752633966 840385732
1 803922708 709330079
1 714215112 172779232
1 30827062 566872107
1 246609002 114057904
1 885634268 645984919
1 900015562 834224713
1 515165470 524968164
1 296651139 506148486
1 995613334 80727114
1 40246484 112791430
1 95296653 421024887
1 835814609 845598436
1 994498455 463287162
1 519926606 88485977
1 802669334 764204662
1 993242708 832783803
1 269679378 103789454
1 69617329 472839466
1 83267755 114799019
1 86469108 587352784
1 451523738 699739715
1 138586741 577570
1 601935046 74340752
1 801681730 552434832
1 920970583 483439483
1 633283947 674342697
1 747788291 796483171
1 610100545 518423968
1 152736758 803733541
1 514568905 442939866
1 545612124 347795378
1 607469724 399372008
1 550013186 94978992
1 748223414 519660844
1 9386570 993775759
1 535058936 221507363
1 566829115 252456291
1 567222949 636194810
1 291116964 835066082
1 815313403 26696361
1 210630957 814422621
1 694209343 297773650
1 619156761 609412412
1 899746032 244696228
1 284401172 424878160
1 851988989 105463574
1 159567339 434170048
1 700661703 13900751
1 86047321 940829616
1 520900422 275542313
1 841538715 413883863
1 905181438 403251696
1 644216576 882928305
1 13314017 223363009
1 644306033 238948457
1 411259060 74140305
1 571871548 101281842
1 21655975 840214060
1 348656451 533582941
1 132949080 530668189
1 758788468 992864368
1 77414395 876130330
1 882287819 29769976
1 17091416 78577170
1 608845545 107496860
1 422486487 149450027
1 284933965 144100592
1 919409305 367348970
1 286982357 64202937
1 698522849 927908641
1 814406423 815469030
1 392899810 747870723
1 547155807 315650373
1 73340097 118880548
1 338956032 352892911
1 70911295 538668136
1 635243923 403404624
1 238052596 187946611
1 73621732 202847630
1 553596218 37972053
1 853010124 733305274
1 665756835 778303553
1 18798645 268730406
1 455384753 19825763
1 28498448 84562255
1 111187738 7496832
1 116760444 178686106
1 640640733 913277120
1 8731600 516091782
1 344993445 891961793
1 771875850 116183070
1 716862550 925618180
1 133794924 275909259
1 411068520 166701819
1 490071659 827565146
1 131125582 95392008
1 54090182 708106193
1 854049923 236359313
1 513373830 832150811
1 480280884 837271962
1 212462108 732827842
1 223155031 853136933
1 629708466 710775646
1 732013022 9047091
1 728576661 236186233
1 457468159 468870631
1 868733648 858084561
1 416053074 397260086
1 64433103 595404033
1 186142754 410571377
1 729742323 293093222
1 611603844 369071566
1 291369619 579449951
1 80256408 249718940
1 53807441 251045500
1 703588557 960895695
1 73219401 883321454
1 598214996 828486165
1 706133910 790970626
1 660910716 933960106
1 504018796 13895535
1 16414026 431101675
1 705776555 79872435
1 930953094 110282463
1 160356398 810982779
1 87049611 44921979
1 624944532 893210425
1 397834644 83247175
1 191852500 884991931
1 582946976 769428018
1 338097709 959443779
1 154016507 630617092
1 267276953 380938125
1 820134699 453839647
1 33415506 914156053
1 799880306 340672722
1 714235386 868029419
1 65071652 28552350
1 72943486 333963921
1 355331368 695258247
1 144638546 574511374
1 164403405 109552724
1 40295 677238065
1 250091326 659418903
1 62471406 423374415
1 534021601 966887194
1 895610612 607652639
1 508060527 578296817
1 426089485 575495297
1 282779551 87581424
1 15531638 633192088
1 557512070 427187207
1 20061487 811458008
1 166899015 251080701
1 425506513 367419481
1 828475154 690924708
1 854959863 290313942
1 20717031 884746359
1 587864942 821303994
1 947927700 432655385
1 796995661 250568088
1 468040792 128992183
1 943987705 139657546
1 114573414 928494895
1 697631747 629037787
1 344568330 544009998
1 16867482 23928570
1 367711313 813585172
1 288028474 466422180
1 928684593 283786733
1 657906368 39028573
1 358209073 23227370
1 37257075 261918248
1 342350807 781322936
1 775893034 706496432
1 299541966 700153994
1 568444077 477835214
1 314555897 783705612
1 934952958 409498585
1 562259743 971453801
1 572973501 648958159
1 787396151 765855621
1 216586555 978426798
1 865992590 33762989
1 387609066 227670911
1 430883787 548950425
1 513441397 613244311
1 866480003 842800114
1 808972272 470984925
1 915775684 426622939
1 647542872 598905286
1 347954842 272037291
1 489849222 236550134
1 883323559 464604402
1 860407453 860667320
1 595736919 774613897
1 759872811 890064346
1 811606689 4979926
1 583745846 104112804
1 519423628 431890741
1 697914565 87392619
1 32517438 498207637
1 303551503 161944227
1 906527628 760851978
1 931233144 374631872
1 741209319 745366764
1 56539171 859053601
1 535726343 346693508
1 442199333 750771111
1 43448966 895310160
1 318910494 956973393
1 224596560 311111072
1 596419214 711549149
1 768323418 392516915
1 734907353 54922905
1 949396606 705259832
1 789202422 266102682
1 756795956 71474958
1 363522144 125698493
1 593753410 650032839
1 852167904 610499263
1 849454517 103760541
1 435605369 447684160
1 414746392 58175829
1 335839709 870964847
1 127066420 799554400
1 900445565 471350546
1 560307978 380394151
1 526428964 58972308
1 53032050 689908001
1 324953529 236026160
1 372569731 864637912
1 358008226 588054066
1 322628277 17242864
1 411916200 735779119
1 39414369 12336507
1 120337155 162925767
1 356214082 853151985
1 429535354 508157111
1 188262089 670496370
1 312087271 888676301
1 326324908 16977965
1 536021745 223569050
1 717837084 124741942
1 299280045 593015041
1 779767967 260502306
1 295137835 841851922
1 948024409 58043548
1 442884540 382143278
1 163719415 498634676
1 107437094 454470309
1 478032648 558391509
1 25307893 147995545
1 383714823 994616798
1 415102331 243486592
1 619626919 714401908
1 76066894 141991002
1 728666744 750211214
1 874593869 566571146
1 795812149 686634727
1 540879812 268722533
1 320807668 276017037
1 152791723 373025227
1 603834812 791453209
1 447054617 394645644
1 240723051 120610856
1 96561877 210808185
1 810407491 177411963
1 743724032 414980284
1 768558444 840610181
1 931375128 406451891
1 872420069 538736545
1 119249894 423704385
1 659203390 156219435
1 189067406 527578729
1 487927952 512525018
1 813730317 189573723
1 765903315 520035087
1 216507208 999346838
1 413875478 98604691
1 210124002 90985946
1 498473488 510205869
1 86459284 67735747
1 727148933 10165501
1 724943968 104035676
1 522606890 38862578
1 492130727 74582670
1 571838125 687025128
1 887771081 845157589
1 910124788 734272913
1 867150139 13852562
1 785111593 231016383
1 403342083 511999049
1 245606731 241736961
1 656178838 69202921
1 654021540 318717434
1 975369488 292307265
1 514203352 741541536
1 991549213 494522171
1 204945835 753857635
1 895666160 393764228
1 290683647 787736782
1 25711727 78739798
1 330910457 776888716
1 29054167 627575478
1 885142356 968354523
1 201543063 752548522
1 116584482 930302910
1 181572001 106358420
1 681185883 455813424
1 286177793 219776249
1 459991994 937292536
1 61287075 407202612
1 111166995 72912075
1 159834304 980588578
1 657296642 321760504
1 324606405 51385455
1 508086996 23161300
1 677931722 597704319
1 489720107 568503045
1 504918818 462684829
1 337638852 44390190
1 183308885 26375328
1 658569928 454063258
1 362363270 768834576
1 234865471 102006489
1 177116849 390546401
1 620950826 342986740
1 305018361 400127938
1 16070441 98919521
1 299977108 571134647
1 733310431 339763684
1 40957655 973519123
1 639222647 701825835
1 302359233 805320229
1 437972494 222743320
1 366799219 161901774
1 533466679 230247728
